,pid,word,simplicity,complexity,gid,sentence,category,complex_annotation_count,complex_annotators,label
13786,ficwfteigenp1,अग्यात,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13787,ficwfteigenp1,अग्रगण्य,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13788,ficwfteigenp1,अग्रणी,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13789,ficwfteigenp1,अचंभित,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13790,ficwfteigenp1,अचम्भित,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13791,ficwfteigenp1,अजगैबी,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13792,ficwfteigenp1,अंजाम,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13793,ficwfteigenp1,अजिर,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13794,ficwfteigenp1,अजीम,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13795,ficwfteigenp1,अज़ीम,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13796,ficwfteigenp1,अज्ञात,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13797,ficwfteigenp1,अज्ञेय,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13798,ficwfteigenp1,अटरिया,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13799,ficwfteigenp1,अटा,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13800,ficwfteigenp1,अटारी,5,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13801,ficwfteigenp1,अट्ट,1,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13802,ficwfteigenp1,अट्टा,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13803,ficwfteigenp1,अट्टाली,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13804,ficwfteigenp1,अंत,5,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13805,ficwfteigenp1,अंतरित,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13806,ficwfteigenp1,अतिकाल,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13807,ficwfteigenp1,अतिवेला,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13808,ficwfteigenp1,अथ,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13809,ficwfteigenp1,अदीठ,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13810,ficwfteigenp1,अंदेशा,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13811,ficwfteigenp1,अंदोह,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13812,ficwfteigenp1,अद्धा,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13813,ficwfteigenp1,अद्यतन,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13814,ficwfteigenp1,अधिजनन,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13815,ficwfteigenp1,अधिलोक,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13816,ficwfteigenp1,अधिवास,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13817,ficwfteigenp1,अधिष्ठान,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13818,ficwfteigenp1,अधुनातन,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13819,ficwfteigenp1,अँधेर,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13820,ficwfteigenp1,अंधेर,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13821,ficwfteigenp1,अध्यर्ध,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13822,ficwfteigenp1,अध्यस्त,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13823,ficwfteigenp1,अध्यापक,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13824,ficwfteigenp1,अध्यारूढ़,1,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13825,ficwfteigenp1,अनट,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13826,ficwfteigenp1,अनंतर,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13827,ficwfteigenp1,अनन्तर,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13828,ficwfteigenp1,अनमोल,5,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13829,ficwfteigenp1,अनवर,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13830,ficwfteigenp1,अनिल,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13831,ficwfteigenp1,अनुगुप्त,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13832,ficwfteigenp1,अनुपद,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13833,ficwfteigenp1,अनुबंध,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13834,ficwfteigenp1,अनुबन्ध,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13835,ficwfteigenp1,अनुसंधान,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13836,ficwfteigenp1,अनुसन्धान,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13837,ficwfteigenp1,अनुसार,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13838,ficwfteigenp1,अनेकत्व,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13839,ficwfteigenp1,अनैहा,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13840,ficwfteigenp1,अन्जाम,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13841,ficwfteigenp1,अन्त,5,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13842,ficwfteigenp1,अन्तरित,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13843,ficwfteigenp1,अन्देशा,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13844,ficwfteigenp1,अन्दोह,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13845,ficwfteigenp1,अन्धेर,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13846,ficwfteigenp1,अन्वक्ष,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13847,ficwfteigenp1,अन्वीक्षण,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13848,ficwfteigenp1,अन्वेषण,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13849,ficwfteigenp1,अन्वेषणा,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13850,ficwfteigenp1,अपडर,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13851,ficwfteigenp1,अपदेश,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13852,ficwfteigenp1,अपरछन,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13853,ficwfteigenp1,अपसर्ग,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13854,ficwfteigenp1,अपुराण,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13855,ficwfteigenp1,अपुरातन,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13856,ficwfteigenp1,अपूर्वकालीन,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13857,ficwfteigenp1,अप्रकाश,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13858,ficwfteigenp1,अप्रकाशमान,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13859,ficwfteigenp1,अप्रकाशित,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13860,ficwfteigenp1,अप्रगट,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13861,ficwfteigenp1,अप्रत्यक्ष,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13862,ficwfteigenp1,अप्रथित,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13863,ficwfteigenp1,अप्राचीन,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13864,ficwfteigenp1,अफसूँ,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13865,ficwfteigenp1,अफ़सूँ,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13866,ficwfteigenp1,अफसून,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13867,ficwfteigenp1,अफ़सून,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13868,ficwfteigenp1,अबला,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13869,ficwfteigenp1,अबार,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13870,ficwfteigenp1,अबास,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13871,ficwfteigenp1,अबेर,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13872,ficwfteigenp1,अभिगुप्त,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13873,ficwfteigenp1,अभिनय,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13874,ficwfteigenp1,अभिनव,4,0,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13875,ficwfteigenp1,अभिनीति,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13876,ficwfteigenp1,अभिप्राय,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13877,ficwfteigenp1,अभिरामता,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13878,ficwfteigenp1,अभिशंका,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13879,ficwfteigenp1,अभिशङ्का,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13880,ficwfteigenp1,अभीष्टा,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13881,ficwfteigenp1,अभ्यर्थी,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13882,ficwfteigenp1,अभ्युत्थान,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13883,ficwfteigenp1,अभ्युदय,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13884,ficwfteigenp1,अमल,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13885,ficwfteigenp1,अमली,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13886,ficwfteigenp1,अमा,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13887,ficwfteigenp1,अमानतखाना,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13888,ficwfteigenp1,अमानतख़ाना,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13889,ficwfteigenp1,अमृतसहोदर,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13890,ficwfteigenp1,अमेय,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13891,ficwfteigenp1,अमेव,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13892,ficwfteigenp1,अयातयाम,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13893,ficwfteigenp1,अरकाना,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13894,ficwfteigenp1,अरघ,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13895,ficwfteigenp1,अरहन,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13896,ficwfteigenp1,अर्घ,3,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13897,ficwfteigenp1,अर्द्धांगिनी,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13898,ficwfteigenp1,अर्द्धाङ्गिनी,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13899,ficwfteigenp1,अर्धांगिनी,2,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
13900,ficwfteigenp1,अर्धाङ्गिनी,1,1,15,"सिर्फ़ चालीस दिनों के बीच बलूचिस्तान में लगभग दो सौ शिया हज़ारा के क़त्ल से देश भर में बेचैनी है  । 
",news,0,,
