,Unnamed: 0,Unnamed: 0.1,pid,word,simplicity,complexity,gid,sentence,category,complex_annotation_count,complex_annotators,label
27815,27815,31810,ocwnigep1,अंजुली,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27816,27816,31811,ocwnigep1,अञ्जलि,3,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27817,27817,31812,ocwnigep1,अणुभा,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27818,27818,31814,ocwnigep1,अंत,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27819,27819,31815,ocwnigep1,अंतकाल,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27820,27820,31816,ocwnigep1,अंतवेला,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27821,27821,31817,ocwnigep1,अंतसमय,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27822,27822,31819,ocwnigep1,अंतिमयात्रा,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27823,27823,31820,ocwnigep1,अंतिमसफर,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27824,27824,31821,ocwnigep1,अत्यय,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27825,27825,31822,ocwnigep1,अनचैन,3,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27826,27826,31823,ocwnigep1,अनवस्था,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27827,27827,31824,ocwnigep1,अनुगति,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27828,27828,31825,ocwnigep1,अनुबंध,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27829,27829,31826,ocwnigep1,अनुबन्ध,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27830,27830,31827,ocwnigep1,अनुभा,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27831,27831,31829,ocwnigep1,अन्त,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27832,27832,31830,ocwnigep1,अन्तकाल,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27833,27833,31831,ocwnigep1,अन्तवेला,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27834,27834,31832,ocwnigep1,अन्तसमय,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27835,27835,31834,ocwnigep1,अन्तिमयात्रा,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27836,27836,31835,ocwnigep1,अन्तिमसफर,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27837,27837,31836,ocwnigep1,अभिताप,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27838,27838,31837,ocwnigep1,अभिनिविष्टता,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27839,27839,31838,ocwnigep1,अभिभूत,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27840,27840,31839,ocwnigep1,अभिमूर्छित,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27841,27841,31840,ocwnigep1,अभिवृद्धि,3,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27842,27842,31841,ocwnigep1,अलप,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27843,27843,31842,ocwnigep1,अवसव्य,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27844,27844,31843,ocwnigep1,अवसान,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27845,27845,31844,ocwnigep1,अवसेर,3,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27846,27846,31845,ocwnigep1,अशनि,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27847,27847,31846,ocwnigep1,अशांतता,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27848,27848,31847,ocwnigep1,अशांति,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27849,27849,31848,ocwnigep1,अशान्ति,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27850,27850,31849,ocwnigep1,अश्मंत,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27851,27851,31850,ocwnigep1,अश्मन्त,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27852,27852,31851,ocwnigep1,अस्थिरचित्तता,4,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27853,27853,31852,ocwnigep1,आई,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27854,27854,31853,ocwnigep1,आकर्ष,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27855,27855,31854,ocwnigep1,आकली,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27856,27856,31855,ocwnigep1,आकुलता,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27857,27857,31856,ocwnigep1,आकुलत्व,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27858,27858,31857,ocwnigep1,आतुरी,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27859,27859,31858,ocwnigep1,आतुर्य,4,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27860,27860,31859,ocwnigep1,आधान,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27861,27861,31860,ocwnigep1,आधार,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27862,27862,31861,ocwnigep1,आप्यान,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27863,27863,31862,ocwnigep1,आफ़जाई,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27864,27864,31863,ocwnigep1,आर्द्राशनि,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27865,27865,31864,ocwnigep1,आवर्धन,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27866,27866,31865,ocwnigep1,आस्पद,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27867,27867,31866,ocwnigep1,इख्तियार,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27868,27868,31867,ocwnigep1,इख़्तियार,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27869,27869,31868,ocwnigep1,इजाफा,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27870,27870,31869,ocwnigep1,इज़ाफ़ा,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27871,27871,31870,ocwnigep1,इड़ा,4,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27872,27872,31871,ocwnigep1,इंतकाल,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27873,27873,31872,ocwnigep1,इंतक़ाल,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27874,27874,31873,ocwnigep1,इंतिकाल,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27875,27875,31874,ocwnigep1,इंतिक़ाल,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27876,27876,31875,ocwnigep1,इंद्रिय,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27877,27877,31876,ocwnigep1,इंद्री,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27878,27878,31877,ocwnigep1,इन्तकाल,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27879,27879,31878,ocwnigep1,इन्तक़ाल,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27880,27880,31879,ocwnigep1,इन्तिकाल,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27881,27881,31880,ocwnigep1,इन्तिक़ाल,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27882,27882,31881,ocwnigep1,इन्द्रिय,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27883,27883,31882,ocwnigep1,इन्द्री,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27884,27884,31883,ocwnigep1,इला,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27885,27885,31884,ocwnigep1,इलाज,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27886,27886,31885,ocwnigep1,ईरमद,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27887,27887,31886,ocwnigep1,ईषद्दर्शन,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27888,27888,31887,ocwnigep1,उद्विग्नता,3,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27889,27889,31888,ocwnigep1,उन्नयन,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27890,27890,31889,ocwnigep1,उपाय,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27891,27891,31890,ocwnigep1,उषा,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27892,27892,31891,ocwnigep1,औकात,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27893,27893,31892,ocwnigep1,औक़ात,3,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27894,27894,31893,ocwnigep1,कटाक्ष,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27895,27895,31894,ocwnigep1,कंटेनर,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27896,27896,31895,ocwnigep1,कतरा,4,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27897,27897,31896,ocwnigep1,कतला,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27898,27898,31897,ocwnigep1,कदंब,3,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27899,27899,31898,ocwnigep1,कदंबक,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27900,27900,31899,ocwnigep1,कदम,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27901,27901,31900,ocwnigep1,क़दम,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27902,27902,31901,ocwnigep1,कदम्ब,3,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27903,27903,31902,ocwnigep1,कदम्बक,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27904,27904,31903,ocwnigep1,कनखी,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27905,27905,31904,ocwnigep1,कनोखी,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27906,27906,31905,ocwnigep1,कन्टेनर,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27907,27907,31906,ocwnigep1,करपात्र,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27908,27908,31907,ocwnigep1,कादंब,3,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27909,27909,31908,ocwnigep1,कादम्ब,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27910,27910,31910,ocwnigep1,काल,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27911,27911,31911,ocwnigep1,कालधर्म,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27912,27912,31912,ocwnigep1,कोश,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27913,27913,31913,ocwnigep1,कोष,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27914,27914,31914,ocwnigep1,खातमा,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27915,27915,31915,ocwnigep1,ख़ातमा,2,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27916,27916,31916,ocwnigep1,खात्मा,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27917,27917,31917,ocwnigep1,ख़ात्मा,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27918,27918,31918,ocwnigep1,गऊ,5,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27919,27919,31919,ocwnigep1,गतिकी,4,0,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
27920,27920,31920,ocwnigep1,गाज,1,1,1,"समस्त साधनाएं जैसे - जप ,  तप ,  योगाभ्यास तथा वेदों के पठन में जब तक भक्ति का सम्पुट न हो ,  वह बेकार है  ।
",twitter,0,,
